Event,Probability,Word_Order,Eta0,Eta1,Eta2,I1,I2,Entropy_Deviation_Score,Surprisal1,Surprisal2,Surprisal3,Surprisal_Deviation_Score,Mutual_Information
A?_?? ??? ???_??,3.8491147036181676E-4,SVO,7.95104461428285944790698147149250537883144674933258130,0.0,0.0,7.95104461428285944790698147149250537883144674933258130,0.0,0.999999999999999999999999999999999975,11.343185715447881460915445664805650,0E+14,0E+14,0.999999999999999999999999999999999975,3.0288735329527557205508782596928729
A?_?? ??? ???_??,3.8491147036181676E-4,SOV,7.95104461428285944790698147149250537883144674933258130,0.0,0.0,7.95104461428285944790698147149250537883144674933258130,0.0,0.999999999999999999999999999999999975,11.343185715447881460915445664805650,0E+14,0E+14,0.999999999999999999999999999999999975,7.7784078006220178383447567872997679
A?_?? ??? ???_??,3.8491147036181676E-4,VSO,7.95104461428285944790698147149250537883144674933258130,6.2528844930644972969617095415074907167280870580715941220354294100362480,0.0,1.6981601212183621509452719299850146621033596912609871779645705899637520,6.2528844930644972969617095415074907167280870580715941220354294100362480,0.679634525348806598316288448652303775,2.2717233528912569270617234172392440,9.0714623625566279963218203810786320,0E+14,0.699591885840658162167719430222016650,9.292980973451775971917325362085383
A?_?? ??? ???_??,3.8491147036181676E-4,VOS,7.95104461428285944790698147149250537883144674933258130,6.2528844930644972969617095415074907167280870580715941220354294100362480,1.664497779200461499899103428170292027214279853807940965024840780320080,1.6981601212183621509452719299850146621033596912609871779645705899637520,4.5883867138640357970626061133371986895138072042636531570105886297161680,0.365619601534184651854160556699174300,2.2717233528912569270617234172392440,6.2641074404990242909125615914901050,2.8073549220576044267567792340702410,0.328352933334436672103072076609351600,7.7784078006220178383447567872997679
A?_?? ??? ???_??,3.8491147036181676E-4,OVS,7.95104461428285944790698147149250537883144674933258130,3.484183719779189104106127137530625724678627518525048365874727041760870,1.664497779200461499899103428170292027214279853807940965024840780320080,4.466860894503670343800854333961879654152819230807532934125272958239130,1.819685940578727604207023709360333697464347664717107400849886261440790,0.342693214136848984657901038340895600,7.0212576205605190448556019448461390,1.5145731728297584221115767525783000,2.8073549220576044267567792340702410,0.428476945986855918428565934188387900,3.0288735329527557205508782596928729
A?_?? ??? ???_??,3.8491147036181676E-4,OSV,7.95104461428285944790698147149250537883144674933258130,3.484183719779189104106127137530625724678627518525048365874727041760870,0.0,4.466860894503670343800854333961879654152819230807532934125272958239130,3.484183719779189104106127137530625724678627518525048365874727041760870,0.500000000000000000000000000000000025,7.0212576205605190448556019448461390,4.3219280948873628488683559866485410,0E+14,0.500000000000000028616862347404475200,9.292980973451775971917325362085383
???? ??? ?????,7.698229407236335E-4,SVO,7.95104461428285944790698147149250537883144674933258130,4.4474970759455642719174818411642889608832804758599284999328880853351300,2.702429678447366754073321218935162121881449590046739320381888609742610,3.5035475383372951759894996303282164179481662734726528000671119146648700,1.7450673974981975178441606222291268390018308858131891795509994755925200,0.170785258638195992798663806568475825,3.7358554016982708150662046103635730,2.2150128909708502922300858843025760,4.3923174227787603536191551701395020,0.178772147396136778734189601070364675,0.35644819098126021484577193925844113
???? ??? ?????,7.698229407236335E-4,SOV,7.95104461428285944790698147149250537883144674933258130,4.4474970759455642719174818411642889608832804758599284999328880853351300,1.00,3.5035475383372951759894996303282164179481662734726528000671119146648700,3.4474970759455642719174818411642889608832804758599284999328880853351300,0.311345543539590393675482291182943475,3.7358554016982708150662046103635730,5.6073303137496105015797369655457350,1.0,0.3549769827917039146746386659913337450,0.36316778878762839020274854866956955
???? ??? ?????,7.698229407236335E-4,VSO,7.95104461428285944790698147149250537883144674933258130,6.2528844930644972969617095415074907167280870580715941220354294100362480,2.702429678447366754073321218935162121881449590046739320381888609742610,1.6981601212183621509452719299850146621033596912609871779645705899637520,3.5504548146171305428883883225723285948466374680248548016535408002936380,0.179634525348806598316288448652303825,2.2717233528912569270617234172392440,3.6791449397778670656246488553537600,4.3923174227787603536191551701395020,0.170547825101163439066100102897009025,0.12014052164718161814365658196007488
???? ??? ?????,7.698229407236335E-4,VOS,7.95104461428285944790698147149250537883144674933258130,6.2528844930644972969617095415074907167280870580715941220354294100362480,2.777362795064169090958109025493293492714293599362297166011960150404050,1.6981601212183621509452719299850146621033596912609871779645705899637520,3.4755216980003282060036005160141972240137934587092969560234692596321980,0.179634525348806598316288448652303825,2.2717233528912569270617234172392440,5.3710226444155354048557908048726430,2.7004397181410924471965254873096470,0.278921909387221703134786539326609325,0.36316778878762839020274854866956955
???? ??? ?????,7.698229407236335E-4,OVS,7.95104461428285944790698147149250537883144674933258130,4.002363316799455996890423849773887400528999250477898322088978407540970,2.777362795064169090958109025493293492714293599362297166011960150404050,3.948681297483403451016557621718617978302447498854682977911021592459030,1.225000521735286905932314824280593907814705651115601156077018257136920,0.268898192408311264797943730734118625,5.6707603734763860417720417977090260,1.9719856238304039818334070020613780,2.7004397181410924471965254873096470,0.322390779226789189511167419268850325,0.35644819098126021484577193925844113
???? ??? ?????,7.698229407236335E-4,OSV,7.95104461428285944790698147149250537883144674933258130,4.002363316799455996890423849773887400528999250477898322088978407540970,1.00,3.948681297483403451016557621718617978302447498854682977911021592459030,3.002363316799455996890423849773887400528999250477898322088978407540970,0.311345543539590393675482291182943475,5.6707603734763860417720417977090260,3.6724253419714959962214202226819970,1.0,0.3549769827917039669806356012822106200,0.12014052164718161814365658196007488
?_? ?? ?_?,7.698229407236335E-4,SVO,7.95104461428285944790698147149250537883144674933258130,3.779950000961541704249678395891120984815586464187838193225346496716700,3.035662313712466055116533870585951283741978184487580594695697229420540,4.171094613321317743657303075601384394015860285144743106774653503283300,0.744287687249075649133144525305169701073608279700257598529649267296160,0.3595868109118502958314070695607737025,6.1732607140055690301126774370817580,0.46948528330122070495376318489596050,3.7004397181410925914660295762059890,0.4319138276807653579843407035765096700,0.18522128618670694345145936327258744
?_? ?? ?_?,7.698229407236335E-4,SOV,7.95104461428285944790698147149250537883144674933258130,3.779950000961541704249678395891120984815586464187838193225346496716700,0.918295834054489641069753233866420199749562163936971394071063113049310,4.171094613321317743657303075601384394015860285144743106774653503283300,2.861654166907052063179925162024700785066024300250866799154283383667390,0.326759398556591758959878227351072275,6.1732607140055690301126774370817580,3.5849625007211563596708882027582900,0.58496250072115627310918574942048390,0.4151669731917078503225976009557497875,2.4327593556973323800383210262209081
?_? ?? ?_?,7.698229407236335E-4,VSO,7.95104461428285944790698147149250537883144674933258130,7.0651659771147263198272868795385188107738941640951737322895532573734810,3.035662313712466055116533870585951283741978184487580594695697229420540,0.8858786371681331280796945919539865680575525852374075677104467426265190,4.0295036634022602647107530089525675270319159796075931375938560279529410,0.332875047215157429596666457230279850,0.48831733218764477254742577405061350,6.1544286651191318339941427583599190,3.7004397181410925914660295762059890,0.4291827471310410561176769121168103925,2.28520216728347478363802118798690534
?_? ?? ?_?,7.698229407236335E-4,VOS,7.95104461428285944790698147149250537883144674933258130,7.0651659771147263198272868795385188107738941640951737322895532573734810,3.066720645601451044325232234026209048704830954117372653610407601586700,0.8858786371681331280796945919539865680575525852374075677104467426265190,3.9984453315132752755020546455123097620690632099778010786791456557867810,0.332875047215157429596666457230279775,0.48831733218764477254742577405061350,5.6849433818179122831964122846347000,4.1699250014423128636112804944129220,0.4291827471310411084236738474076872675,2.4327593556973323800383210262209081
?_? ?? ?_?,7.698229407236335E-4,OVS,7.95104461428285944790698147149250537883144674933258130,3.703625444942241748479861454602875223568114339672200716702351798504370,3.066720645601451044325232234026209048704830954117372653610407601586700,4.247419169340617699427120016889630155263332409660380583297648201495630,0.636904799340790704154629220576666174863283385554828063091944196917670,0.3798450712633368831671620904654490825,5.8513326191182070468613459838112730,0.32192809488736248819459576440768410,4.1699250014423128636112804944129220,0.4533130163553161049533175728295067650,0.18522128618670694345145936327258744
?_? ?? ?_?,7.698229407236335E-4,OSV,7.95104461428285944790698147149250537883144674933258130,3.703625444942241748479861454602875223568114339672200716702351798504370,0.918295834054489641069753233866420199749562163936971394071063113049310,4.247419169340617699427120016889630155263332409660380583297648201495630,2.785329610887752107410108220736455023818552175735229322631288685455060,0.326759398556591758959878227351072275,5.8513326191182070468613459838112730,3.9068905956085184871917237449251170,0.58496250072115627310918574942048390,0.4151669731917078607837969880139251625,2.28520216728347478363802118798690534
?? ??? ????,0.001924557351809084,SVO,7.95104461428285944790698147149250537883144674933258130,4.5112783929493910395336620973334977267395618558102924019831593218157960,3.1554898567877000442950192959700299790397714313045590277384019151452020,3.4397662213334684083733193741590076520918848935222888980168406781842040,1.3557885361616909952386428013634677476997904245057333742447574066705940,0.244224450635161791059656959323264475,1.5552831560564495214378922464686400,2.1512779388477837118928999972401480,5.3146965256562865328723301456190640,0.383695502755091592428954984567506125,-0.2238206294070493809416939592451186
?? ??? ????,0.001924557351809084,SOV,7.95104461428285944790698147149250537883144674933258130,4.5112783929493910395336620973334977267395618558102924019831593218157960,1.278252476176510116187166335649619688134051002984137521886902599333900,3.4397662213334684083733193741590076520918848935222888980168406781842040,3.2330259167728809233464957616838780386055108528261548800962567224818960,0.258851973887747804712446366859229875,1.5552831560564495214378922464686400,4.3616378046893351148913118889002040,3.1043366598147355626824305206480360,0.241396950158294917907446598279717175,-0.5022694850907697878681456713150514
?? ??? ????,0.001924557351809084,VSO,7.95104461428285944790698147149250537883144674933258130,6.2528844930644972969617095415074907167280870580715941220354294100362480,3.1554898567877000442950192959700299790397714313045590277384019151452020,1.6981601212183621509452719299850146621033596912609871779645705899637520,3.0973946362767972526666902455374607376883156267670350942970274948910460,0.179634525348806598316288448652303825,2.2717233528912569270617234172392440,1.4348377420129784703116301599146850,5.3146965256562865328723301456190640,0.383695502755091412517019280503255550,-0.0375580275967718414001443564058700
?? ??? ????,0.001924557351809084,VOS,7.95104461428285944790698147149250537883144674933258130,6.2528844930644972969617095415074907167280870580715941220354294100362480,3.290321609248304984818615587715653192380162038447531013248975483437460,1.6981601212183621509452719299850146621033596912609871779645705899637520,2.9625628838161923121430939537918375243479250196240631087864539265987880,0.179634525348806598316288448652303825,2.2717233528912569270617234172392440,4.5479004064996146164981171007297140,2.2016338611696506752248513825967210,0.256197294953822253801696570492791025,-0.5022694850907697878681456713150514
?? ??? ????,0.001924557351809084,OVS,7.95104461428285944790698147149250537883144674933258130,4.6024689036142838810156763164594848870433415981666489520418248956021050,3.290321609248304984818615587715653192380162038447531013248975483437460,3.3485757106685755668913051550330204917881051511659323479581751043978950,1.3121472943659788961970607287438316946631795597191179387928494121646450,0.252457565385389167191641642419317825,4.2036343630490876345946754190366810,2.6159893963417798694190506098346800,2.2016338611696506752248513825967210,0.198954825345277595504703100052722350,-0.2238206294070493809416939592451186
?? ??? ????,0.001924557351809084,OSV,7.95104461428285944790698147149250537883144674933258130,4.6024689036142838810156763164594848870433415981666489520418248956021050,1.278252476176510116187166335649619688134051002984137521886902599333900,3.3485757106685755668913051550330204917881051511659323479581751043978950,3.3242164274377737648285099808098651989092905951825114301549222962682050,0.258851973887747804712446366859229875,4.2036343630490876345946754190366810,1.7132865976966952705004796495760510,3.1043366598147355626824305206480360,0.215125096229613516124374787416508125,-0.0375580275967718414001443564058700
????_??? ?? ???,3.8491147036181676E-4,SVO,7.95104461428285944790698147149250537883144674933258130,2.52164063634331863533338914245600545408889976379634104001805178455900,1.92192809488736233573334126662170646825797861617723723956440133514580,5.42940397793954081257359232903649992474254698553624025998194821544100,0.59971254145595629960004787583429898583092114761910380045365044941320,0.5242812563621698209457834373012340600,8.5358307933902777555061868752171240,0.48542682717024172215792733631804250,2.3219280948873625603293478088558550,0.6287610474937785194743067621888267700,0.013387504145210186060569472133261237
????_??? ?? ???,3.8491147036181676E-4,SOV,7.95104461428285944790698147149250537883144674933258130,2.52164063634331863533338914245600545408889976379634104001805178455900,0.0,5.42940397793954081257359232903649992474254698553624025998194821544100,2.52164063634331863533338914245600545408889976379634104001805178455900,0.524281256362169820945783437301234075,8.5358307933902777555061868752171240,2.8073549220576044267567792340702410,0E+14,0.628761047493778509935352646387335075,0.71977930522716921101919677143473705
????_??? ?? ???,3.8491147036181676E-4,VSO,7.95104461428285944790698147149250537883144674933258130,7.0651659771147263198272868795385188107738941640951737322895532573734810,1.92192809488736233573334126662170646825797861617723723956440133514580,0.8858786371681331280796945919539865680575525852374075677104467426265190,5.1432378822273639840939456129168123425159155479179364927251519222276810,0.470294747118191549322882790275206025,0.48831733218764477254742577405061350,8.5329402883728621536698327035027390,2.3219280948873625603293478088558550,0.6283788129403753009148018620591690500,0.712172811116764964155779595202713987
????_??? ?? ???,3.8491147036181676E-4,VOS,7.95104461428285944790698147149250537883144674933258130,7.0651659771147263198272868795385188107738941640951737322895532573734810,3.6249180716193812865509495613122133142624932504037068583738004576047900,0.8858786371681331280796945919539865680575525852374075677104467426265190,3.4402479054953450332763373182263054965114009136914668739157527997686910,0.332875047215157429596666457230279850,0.48831733218764477254742577405061350,3.5061402290291468222004534071666000,7.3487281542310771704512066607102810,0.4717809888570075825902976391066457250,0.71977930522716921101919677143473705
????_??? ?? ???,3.8491147036181676E-4,OVS,7.95104461428285944790698147149250537883144674933258130,4.5537134807655882877849206996532644170953920014224657751315382165719300,3.6249180716193812865509495613122133142624932504037068583738004576047900,3.3973311335172711601220607718392409617360547479101155248684617834280700,0.9287954091462070012339711383410511028328987510187589167577377589671400,0.324778606924598565037789326208066425,3.5166372281569659019437679612955020,0.47782033305983756618429773609071530,7.3487281542310771704512066607102810,0.4717809888570067975343739086438796075,0.013387504145210186060569472133261237
????_??? ?? ???,3.8491147036181676E-4,OSV,7.95104461428285944790698147149250537883144674933258130,4.5537134807655882877849206996532644170953920014224657751315382165719300,0.0,3.3973311335172711601220607718392409617360547479101155248684617834280700,4.5537134807655882877849206996532644170953920014224657751315382165719300,0.500000000000000000000000000000000025,3.5166372281569659019437679612955020,7.8265484872909155589716777035101500,0E+14,0.534966985945432068842136639516412125,0.712172811116764964155779595202713987
